filename,n_bibls,n_cits
phi0474.phi034.perseus-lat2.xml,0,0
phi0474.phi002.perseus-lat2.xml,0,0
phi0474.phi002.perseus-eng2.xml,0,0
phi0474.phi005.perseus-lat2.xml,0,0
phi0474.phi005.perseus-eng2.xml,19,0
phi0474.phi051.perseus-eng1.xml,2,2
phi0474.phi051.perseus-lat1.xml,0,0
phi0474.phi056.perseus-eng1.xml,161,1
phi0474.phi056.perseus-lat1.xml,0,0
phi0474.phi058.perseus-eng1.xml,45,0
phi0474.phi058.perseus-lat1.xml,0,0
phi0474.phi004.perseus-lat2.xml,0,0
phi0474.phi004.perseus-eng2.xml,1,0
phi0474.phi003.perseus-lat2.xml,0,0
phi0474.phi003.perseus-eng2.xml,6,0
phi0474.phi035.perseus-lat2.xml,0,0
phi0474.phi035.perseus-eng1.xml,4,0
phi0474.phi032.perseus-eng1.xml,2,0
phi0474.phi032.perseus-lat2.xml,0,0
phi0474.phi059.perseus-eng1.xml,25,0
phi0474.phi059.perseus-lat1.xml,0,0
phi0474.phi057.perseus-eng1.xml,291,0
phi0474.phi057.perseus-lat1.xml,0,0
phi0474.phi050.perseus-lat1.xml,6,6
phi0474.phi014.perseus-lat2.xml,0,0
phi0474.phi014.perseus-eng2.xml,0,0
phi0474.phi013.perseus-lat2.xml,0,0
phi0474.phi013.perseus-eng2.xml,3,0
phi0474.phi025.perseus-lat2.xml,0,0
phi0474.phi025.perseus-eng1.xml,4,0
phi0474.phi022.perseus-eng1.xml,2,0
phi0474.phi022.perseus-lat2.xml,0,0
phi0474.phi049.perseus-lat1.xml,0,0
phi0474.phi047.perseus-lat1.xml,0,0
phi0474.phi040.perseus-lat1.xml,0,0
phi0474.phi023.perseus-lat2.xml,0,0
phi0474.phi023.perseus-eng1.xml,1,0
phi0474.phi024.perseus-eng1.xml,0,0
phi0474.phi024.perseus-lat2.xml,0,0
phi0474.phi012.perseus-lat2.xml,0,0
phi0474.phi012.perseus-eng3.xml,0,0
phi0474.phi015.perseus-lat2.xml,0,0
phi0474.phi015.perseus-eng2.xml,2,0
phi0474.phi041.perseus-lat1.xml,0,0
phi0474.phi046.perseus-lat1.xml,0,0
phi0474.phi048.perseus-lat1.xml,0,0
phi0474.phi055.perseus-lat1.xml,0,0
phi0474.phi055.perseus-eng1.xml,1,1
phi0474.phi052.perseus-eng2.xml,1,1
phi0474.phi052.perseus-lat2.xml,0,0
phi0474.phi037.perseus-lat1.xml,0,0
phi0474.phi008.perseus-eng2.xml,1,0
phi0474.phi008.perseus-lat2.xml,0,0
phi0474.phi030.perseus-lat2.xml,0,0
phi0474.phi030.perseus-eng1.xml,1,0
phi0474.phi006.perseus-eng2.xml,0,0
phi0474.phi006.perseus-lat2.xml,2,0
phi0474.phi039.perseus-lat1.xml,0,0
phi0474.phi001.perseus-eng2.xml,4,0
phi0474.phi001.perseus-lat2.xml,1,0
phi0474.phi053.perseus-lat1.xml,0,0
phi0474.phi053.perseus-lat2.xml,0,0
phi0474.phi053.perseus-eng1.xml,5,5
phi0474.phi054.perseus-lat1.xml,5,5
phi0474.phi007.perseus-eng2.xml,0,0
phi0474.phi007.perseus-lat2.xml,0,0
phi0474.phi038.perseus-lat1.xml,0,0
phi0474.phi031.perseus-eng1.xml,2,0
phi0474.phi031.perseus-lat2.xml,0,0
