ABOs,Original P4 CTS URN,Perseus Abbreviation,Language,Perseus text ID,Authors,Work,"Other Abbreviations (LSJ, OCD, etc)",Notes
"Perseus:abo:tlg,0007,045",urn:cts:greekLit:tlg0007.tlg045.perseus-grc1,Plut. Pomp.,Greek,Perseus:text:2008.01.0123,Plutarch,Pompey,Plu. Pomp.,
"Perseus:abo:tlg,0007,046",urn:cts:greekLit:tlg0007.tlg046.perseus-eng1,Plut. Comp. Ages. Pomp.,English,Perseus:text:2008.01.0019,Plutarch,Comparison of Agesilaus and Pompey,Plu. Comp. Ages. Pomp.,
"Perseus:abo:tlg,0007,046",urn:cts:greekLit:tlg0007.tlg046.perseus-grc1,Plut. Comp. Ages. Pomp.,Greek,Perseus:text:2008.01.0092,Plutarch,Comparison of Agesilaus and Pompey,Plu. Comp. Ages. Pomp.,
"Perseus:abo:tlg,0007,047",urn:cts:greekLit:tlg0007.tlg047.perseus-eng1,Plut. Alex.,English,Perseus:text:1999.01.0243,Plutarch,Alexander,Plu. Alex.,
"Perseus:abo:tlg,0007,047",urn:cts:greekLit:tlg0007.tlg047.perseus-grc1,Plut. Alex.,Greek,Perseus:text:2008.01.0129,Plutarch,Alexander,Plu. Alex.,
"Perseus:abo:tlg,0007,048",urn:cts:greekLit:tlg0007.tlg048.perseus-eng1,Plut. Caes.,English,Perseus:text:1999.01.0244,Plutarch,Caesar,Plu. Caes.,
"Perseus:abo:tlg,0007,048",urn:cts:greekLit:tlg0007.tlg048.perseus-grc1,Plut. Caes.,Greek,Perseus:text:2008.01.0130,Plutarch,Caesar,Plu. Caes.,
"Perseus:abo:tlg,0007,049",urn:cts:greekLit:tlg0007.tlg049.perseus-eng1,Plut. Phoc.,English,Perseus:text:2008.01.0057,Plutarch,Phocion,Plu. Phoc.,
"Perseus:abo:tlg,0007,049",urn:cts:greekLit:tlg0007.tlg049.perseus-grc1,Plut. Phoc.,Greek,Perseus:text:2008.01.0122,Plutarch,Phocion,Plu. Phoc.,
"Perseus:abo:tlg,0007,050",urn:cts:greekLit:tlg0007.tlg050.perseus-eng1,Plut. Cat. Mi.,English,Perseus:text:2008.01.0014,Plutarch,Cato the Younger,Plu. Cat. Mi.,
"Perseus:abo:tlg,0007,050",urn:cts:greekLit:tlg0007.tlg050.perseus-grc1,Plut. Cat. Mi.,Greek,Perseus:text:2008.01.0088,Plutarch,Cato the Younger,Plu. Cat. Mi.,
"Perseus:abo:tlg,0007,051a",urn:cts:greekLit:tlg0007.tlg051a.perseus-eng1,Plut. Agis,English,Perseus:text:2008.01.0005,Plutarch,Agis,Plu. Agis,
"Perseus:abo:tlg,0007,051a",urn:cts:greekLit:tlg0007.tlg051a.perseus-grc1,Plut. Agis,Greek,Perseus:text:2008.01.0082,Plutarch,Agis,Plu. Agis,
"Perseus:abo:tlg,0007,051b",urn:cts:greekLit:tlg0007.tlg051b.perseus-eng1,Plut. Cleom.,English,Perseus:text:2008.01.0018,Plutarch,Cleomenes,Plu. Cleom.,
"Perseus:abo:tlg,0007,051b",urn:cts:greekLit:tlg0007.tlg051b.perseus-grc1,Plut. Cleom.,Greek,Perseus:text:2008.01.0091,Plutarch,Cleomenes,Plu. Cleom.,
"Perseus:abo:tlg,0007,052a",urn:cts:greekLit:tlg0007.tlg052a.perseus-eng1,Plut. TG,English,Perseus:text:2008.01.0065,Plutarch,Tiberius Gracchus,Plu. TG,
"Perseus:abo:tlg,0007,052a",urn:cts:greekLit:tlg0007.tlg052a.perseus-grc1,Plut. TG,Greek,Perseus:text:2008.01.0127,Plutarch,Tiberius Gracchus,Plu. TG,
"Perseus:abo:tlg,0007,052b",urn:cts:greekLit:tlg0007.tlg052b.perseus-eng1,Plut. CG,English,Perseus:text:2008.01.0015,Plutarch,Caius Gracchus,Plu. CG,
"Perseus:abo:tlg,0007,052b",urn:cts:greekLit:tlg0007.tlg052b.perseus-grc1,Plut. CG,Greek,Perseus:text:2008.01.0089,Plutarch,Caius Gracchus,Plu. CG,
"Perseus:abo:tlg,0007,053",urn:cts:greekLit:tlg0007.tlg053.perseus-eng1,Plut. Comp. Ag. Gracch.,English,Perseus:text:2008.01.0020,Plutarch,Comparison of Agis and Cleomenes and the Gracchi,Plu. Comp. Ag. Gracch.,
"Perseus:abo:tlg,0007,053",urn:cts:greekLit:tlg0007.tlg053.perseus-grc1,Plut. Comp. Ag. Gracch.,Greek,Perseus:text:2008.01.0093,Plutarch,Comparison of Agis and Cleomenes and the Gracchi,Plu. Comp. Ag. Gracch.,
"Perseus:abo:tlg,0007,054",urn:cts:greekLit:tlg0007.tlg054.perseus-eng1,Plut. Dem.,English,Perseus:text:2008.01.0039,Plutarch,Demosthenes,Plu. Dem.,
"Perseus:abo:tlg,0007,054",urn:cts:greekLit:tlg0007.tlg054.perseus-grc1,Plut. Dem.,Greek,Perseus:text:2008.01.0111,Plutarch,Demosthenes,Plu. Dem.,
"Perseus:abo:tlg,0007,055",urn:cts:greekLit:tlg0007.tlg055.perseus-eng1,Plut. Cic.,English,Perseus:text:2008.01.0016,Plutarch,Cicero,Plu. Cic.,
"Perseus:abo:tlg,0007,055",urn:cts:greekLit:tlg0007.tlg055.perseus-grc1,Plut. Cic.,Greek,Perseus:text:2008.01.0090,Plutarch,Cicero,Plu. Cic.,
"Perseus:abo:tlg,0007,056",urn:cts:greekLit:tlg0007.tlg056.perseus-eng1,Plut. Comp. Dem. Cic.,English,Perseus:text:2008.01.0023,Plutarch,Comparison of Demosthenes with Cicero,Plu. Comp. Dem. Cic.,
"Perseus:abo:tlg,0007,056",urn:cts:greekLit:tlg0007.tlg056.perseus-grc1,Plut. Comp. Dem. Cic.,Greek,Perseus:text:2008.01.0096,Plutarch,Comparison of Demosthenes with Cicero,Plu. Comp. Dem. Cic.,
"Perseus:abo:tlg,0007,057",urn:cts:greekLit:tlg0007.tlg057.perseus-eng1,Plut. Demetr.,English,Perseus:text:2008.01.0040,Plutarch,Demetrius,Plu. Demetr.,
"Perseus:abo:tlg,0007,057",urn:cts:greekLit:tlg0007.tlg057.perseus-grc1,Plut. Demetr.,Greek,Perseus:text:2008.01.0076,Plutarch,Demetrius,Plu. Demetr.,
"Perseus:abo:tlg,0007,058",urn:cts:greekLit:tlg0007.tlg058.perseus-eng1,Plut. Ant.,English,Perseus:text:2008.01.0007,Plutarch,Antony,Plu. Ant.,
"Perseus:abo:tlg,0007,058",urn:cts:greekLit:tlg0007.tlg058.perseus-grc1,Plut. Ant.,Greek,Perseus:text:2008.01.0077,Plutarch,Antony,Plu. Ant.,
"Perseus:abo:tlg,0007,059",urn:cts:greekLit:tlg0007.tlg059.perseus-eng1,Plut. Comp. Demetr. Ant.,English,Perseus:text:2008.01.0024,Plutarch,Comparison of Demetrius and Antony,Plu. Comp. Demetr. Ant.,
"Perseus:abo:tlg,0007,059",urn:cts:greekLit:tlg0007.tlg059.perseus-grc1,Plut. Comp. Demetr. Ant.,Greek,Perseus:text:2008.01.0078,Plutarch,Comparison of Demetrius and Antony,Plu. Comp. Demetr. Ant.,
"Perseus:abo:tlg,0007,060",urn:cts:greekLit:tlg0007.tlg060.perseus-eng1,Plut. Dio,English,Perseus:text:2008.01.0041,Plutarch,Dion,Plu. Dio,
"Perseus:abo:tlg,0007,060",urn:cts:greekLit:tlg0007.tlg060.perseus-grc1,Plut. Dio,Greek,Perseus:text:2008.01.0112,Plutarch,Dion,Plu. Dio,
"Perseus:abo:tlg,0007,061",urn:cts:greekLit:tlg0007.tlg061.perseus-eng1,Plut. Brut.,English,Perseus:text:2008.01.0011,Plutarch,Brutus,Plu. Brut.,
"Perseus:abo:tlg,0007,061",urn:cts:greekLit:tlg0007.tlg061.perseus-grc1,Plut. Brut.,Greek,Perseus:text:2008.01.0085,Plutarch,Brutus,Plu. Brut.,
"Perseus:abo:tlg,0007,062",urn:cts:greekLit:tlg0007.tlg062.perseus-eng1,Plut. Comp. Dion. Brut.,English,Perseus:text:2008.01.0025,Plutarch,Comparison of Dion and Brutus,Plu. Comp. Dion. Brut.,
"Perseus:abo:tlg,0007,062",urn:cts:greekLit:tlg0007.tlg062.perseus-grc1,Plut. Comp. Dion. Brut.,Greek,Perseus:text:2008.01.0097,Plutarch,Comparison of Dion and Brutus,Plu. Comp. Dion. Brut.,
"Perseus:abo:tlg,0007,063",urn:cts:greekLit:tlg0007.tlg063.perseus-eng1,Plut. Arat.,English,Perseus:text:2008.01.0008,Plutarch,Aratus,Plu. Arat.,
"Perseus:abo:tlg,0007,063",urn:cts:greekLit:tlg0007.tlg063.perseus-grc1,Plut. Arat.,Greek,Perseus:text:2008.01.0083,Plutarch,Aratus,Plu. Arat.,
"Perseus:abo:tlg,0007,064",urn:cts:greekLit:tlg0007.tlg064.perseus-eng1,Plut. Art.,English,Perseus:text:2008.01.0010,Plutarch,Artaxerxes,Plu. Art.,
"Perseus:abo:tlg,0007,064",urn:cts:greekLit:tlg0007.tlg064.perseus-grc1,Plut. Art.,Greek,Perseus:text:2008.01.0084,Plutarch,Artaxerxes,Plu. Art.,
"Perseus:abo:tlg,0007,065",urn:cts:greekLit:tlg0007.tlg065.perseus-eng1,Plut. Galb.,English,Perseus:text:2008.01.0045,Plutarch,Galba,Plu. Galb.,
"Perseus:abo:tlg,0007,065",urn:cts:greekLit:tlg0007.tlg065.perseus-grc1,Plut. Galb.,Greek,Perseus:text:2008.01.0116,Plutarch,Galba,Plu. Galb.,
"Perseus:abo:tlg,0007,066",urn:cts:greekLit:tlg0007.tlg066.perseus-eng1,Plut. Oth.,English,Perseus:text:2008.01.0053,Plutarch,Otho,Plu. Oth.,
"Perseus:abo:tlg,0007,066",urn:cts:greekLit:tlg0007.tlg066.perseus-grc1,Plut. Oth.,Greek,Perseus:text:2008.01.0119,Plutarch,Otho,Plu. Oth.,
"Perseus:abo:tlg,0007,067",urn:cts:greekLit:tlg0007.tlg067.perseus-eng1,Plut. De Lib.,English,Perseus:text:2008.01.0137,Plutarch,De liberis educandis,Plu. De Lib.,
"Perseus:abo:tlg,0007,067",urn:cts:greekLit:tlg0007.tlg067.perseus-eng2,Plut. De Lib.,English,Perseus:text:2008.01.0138,Plutarch,De liberis educandis,Plu. De Lib.,
"Perseus:abo:tlg,0007,067",urn:cts:greekLit:tlg0007.tlg067.perseus-grc1,Plut. De Lib.,Greek,Perseus:text:2008.01.0136,Plutarch,De liberis educandis,Plu. De Lib.,
"Perseus:abo:tlg,0007,068",urn:cts:greekLit:tlg0007.tlg068.perseus-eng1,Plut. Adolescens,English,Perseus:text:2008.01.0141,Plutarch,Quomodo adolescens poetas audire debeat,Plu. Adolescens; Plu. Quomodo adul.,
"Perseus:abo:tlg,0007,068",urn:cts:greekLit:tlg0007.tlg068.perseus-eng2,Plut. Adolescens,English,Perseus:text:2008.01.0142,Plutarch,Quomodo adolescens poetas audire debeat,Plu. Adolescens; Plu. Quomodo adul.,
"Perseus:abo:tlg,0007,068",urn:cts:greekLit:tlg0007.tlg068.perseus-grc1,Plut. Adolescens,Greek,Perseus:text:2008.01.0140,Plutarch,Quomodo adolescens poetas audire debeat,Plu. Adolescens; Plu. Quomodo adul.,
"Perseus:abo:tlg,0007,069",urn:cts:greekLit:tlg0007.tlg069.perseus-eng1,Plut. De Recta,English,Perseus:text:2008.01.0145,Plutarch,De recta ratione audiendi,Plu. De Recta,
"Perseus:abo:tlg,0007,069",urn:cts:greekLit:tlg0007.tlg069.perseus-eng2,Plut. De Recta,English,Perseus:text:2008.01.0146,Plutarch,De recta ratione audiendi,Plu. De Recta,
"Perseus:abo:tlg,0007,069",urn:cts:greekLit:tlg0007.tlg069.perseus-grc1,Plut. De Recta,Greek,Perseus:text:2008.01.0144,Plutarch,De Recta Ratione Audiendi,Plu. De Recta,
"Perseus:abo:tlg,0007,070",urn:cts:greekLit:tlg0007.tlg070.perseus-eng1,Plut. Adulator,English,Perseus:text:2008.01.0149,Plutarch,Quomodo adulator ab amico internoscatur,Plu. Adulator,
"Perseus:abo:tlg,0007,070",urn:cts:greekLit:tlg0007.tlg070.perseus-eng2,Plut. Adulator,English,Perseus:text:2008.01.0150,Plutarch,Quomodo adulator ab amico internoscatur,Plu. Adulator,
"Perseus:abo:tlg,0007,070",urn:cts:greekLit:tlg0007.tlg070.perseus-grc1,Plut. Adulator,Greek,Perseus:text:2008.01.0148,Plutarch,Quomodo adulator ab amico internoscatur,Plu. Adulator,
"Perseus:abo:tlg,0007,071",urn:cts:greekLit:tlg0007.tlg071.perseus-eng1,Plut. Quis Suos,English,Perseus:text:2008.01.0153,Plutarch,Quomodo quis suos in virtute sentiat profectus,Plu. Quis Suos; Plu. De prof. virt.,
"Perseus:abo:tlg,0007,071",urn:cts:greekLit:tlg0007.tlg071.perseus-eng2,Plut. Quis Suos,English,Perseus:text:2008.01.0154,Plutarch,Quomodo quis suos in virtute sentiat profectus,Plu. Quis Suos; Plu. De prof. virt.,
"Perseus:abo:tlg,0007,071",urn:cts:greekLit:tlg0007.tlg071.perseus-grc1,Plut. Quis Suos,Greek,Perseus:text:2008.01.0152,Plutarch,Quomodo quis suos in virtute sentiat profectus,Plu. Quis Suos; Plu. De prof. virt.,
"Perseus:abo:tlg,0007,072",urn:cts:greekLit:tlg0007.tlg072.perseus-eng1,Plut. De Capienda,English,Perseus:text:2008.01.0157,Plutarch,De capienda ex inimicis utilitate,Plu. De Capienda,
"Perseus:abo:tlg,0007,072",urn:cts:greekLit:tlg0007.tlg072.perseus-eng2,Plut. De Capienda,English,Perseus:text:2008.01.0158,Plutarch,De capienda ex inimicis utilitate,Plu. De Capienda,
"Perseus:abo:tlg,0007,072",urn:cts:greekLit:tlg0007.tlg072.perseus-grc1,Plut. De Capienda,Greek,Perseus:text:2008.01.0156,Plutarch,De capienda ex inimicis utilitate,Plu. De Capienda,
"Perseus:abo:tlg,0007,073",urn:cts:greekLit:tlg0007.tlg073.perseus-eng1,Plut. De Amic.,English,Perseus:text:2008.01.0161,Plutarch,De amicorum multitudine,Plu. De Amic.,
"Perseus:abo:tlg,0007,073",urn:cts:greekLit:tlg0007.tlg073.perseus-eng2,Plut. De Amic.,English,Perseus:text:2008.01.0162,Plutarch,De amicorum multitudine,Plu. De Amic.,
"Perseus:abo:tlg,0007,073",urn:cts:greekLit:tlg0007.tlg073.perseus-grc1,Plut. De Amic.,Greek,Perseus:text:2008.01.0160,Plutarch,De amicorum multitudine,Plu. De Amic.,
"Perseus:abo:tlg,0007,074",urn:cts:greekLit:tlg0007.tlg074.perseus-eng1,Plut. De Fortuna,English,Perseus:text:2008.01.0165,Plutarch,De fortuna,Plu. De Fortuna,
"Perseus:abo:tlg,0007,074",urn:cts:greekLit:tlg0007.tlg074.perseus-eng2,Plut. De Fortuna,English,Perseus:text:2008.01.0166,Plutarch,De fortuna,Plu. De Fortuna,
"Perseus:abo:tlg,0007,074",urn:cts:greekLit:tlg0007.tlg074.perseus-grc1,Plut. De Fortuna,Greek,Perseus:text:2008.01.0164,Plutarch,De fortuna,Plu. De Fortuna,
"Perseus:abo:tlg,0007,075",urn:cts:greekLit:tlg0007.tlg075.perseus-eng1,Plut. VV,English,Perseus:text:2008.01.0169,Plutarch,De virtute et vitio,Plu. VV,
"Perseus:abo:tlg,0007,075",urn:cts:greekLit:tlg0007.tlg075.perseus-eng2,Plut. VV,English,Perseus:text:2008.01.0170,Plutarch,De virtute et vitio,Plu. VV,
"Perseus:abo:tlg,0007,075",urn:cts:greekLit:tlg0007.tlg075.perseus-grc1,Plut. VV,Greek,Perseus:text:2008.01.0168,Plutarch,De virtute et vitio,Plu. VV,
"Perseus:abo:tlg,0007,076",urn:cts:greekLit:tlg0007.tlg076.perseus-eng1,Plut. Cons. Ap.,English,Perseus:text:2008.01.0173,Plutarch,Consolatio ad Apollonium,Plu. Cons. Ap.,
"Perseus:abo:tlg,0007,076",urn:cts:greekLit:tlg0007.tlg076.perseus-eng2,Plut. Cons. Ap.,English,Perseus:text:2008.01.0174,Plutarch,Consolatio ad Apollonium,Plu. Cons. Ap.,
"Perseus:abo:tlg,0007,076",urn:cts:greekLit:tlg0007.tlg076.perseus-grc1,Plut. Cons. Ap.,Greek,Perseus:text:2008.01.0172,Plutarch,Consolatio ad Apollonium,Plu. Cons. Ap.,
"Perseus:abo:tlg,0007,077",urn:cts:greekLit:tlg0007.tlg077.perseus-eng1,Plut. De Tuenda,English,Perseus:text:2008.01.0177,Plutarch,De tuenda sanitate praecepta,Plu. De Tuenda,
"Perseus:abo:tlg,0007,077",urn:cts:greekLit:tlg0007.tlg077.perseus-eng2,Plut. De Tuenda,English,Perseus:text:2008.01.0178,Plutarch,De tuenda sanitate praecepta,Plu. De Tuenda,
"Perseus:abo:tlg,0007,077",urn:cts:greekLit:tlg0007.tlg077.perseus-grc1,Plut. De Tuenda,Greek,Perseus:text:2008.01.0176,Plutarch,De tuenda sanitate praecepta,Plu. De Tuenda,
"Perseus:abo:tlg,0007,078",urn:cts:greekLit:tlg0007.tlg078.perseus-eng1,Plut. Conjug.,English,Perseus:text:2008.01.0181,Plutarch,Conjugalia Praecepta,Plu. Conjug.,
"Perseus:abo:tlg,0007,078",urn:cts:greekLit:tlg0007.tlg078.perseus-eng2,Plut. Conjug.,English,Perseus:text:2008.01.0182,Plutarch,Conjugalia Praecepta,Plu. Conjug.,
"Perseus:abo:tlg,0007,078",urn:cts:greekLit:tlg0007.tlg078.perseus-grc1,Plut. Conjug.,Greek,Perseus:text:2008.01.0180,Plutarch,Conjugalia Praecepta,Plu. Conjug.,
"Perseus:abo:tlg,0007,079",urn:cts:greekLit:tlg0007.tlg079.perseus-eng1,Plut. Septem.,English,Perseus:text:2008.01.0185,Plutarch,Septem sapientium convivium,Plu. Conv. sept. sap.,
"Perseus:abo:tlg,0007,079",urn:cts:greekLit:tlg0007.tlg079.perseus-eng2,Plut. Septem.,English,Perseus:text:2008.01.0186,Plutarch,Septem sapientium convivium,Plu. Conv. sept. sap.,
"Perseus:abo:tlg,0007,079",urn:cts:greekLit:tlg0007.tlg079.perseus-grc1,Plut. Septem.,Greek,Perseus:text:2008.01.0184,Plutarch,Septem sapientium convivium,Plu. Conv. sept. sap.,
"Perseus:abo:tlg,0007,080",urn:cts:greekLit:tlg0007.tlg080.perseus-eng1,Plut. De Super.,English,Perseus:text:2008.01.0189,Plutarch,De superstitione,Plu. De Super.; Plu. De superst.,
"Perseus:abo:tlg,0007,080",urn:cts:greekLit:tlg0007.tlg080.perseus-eng2,Plut. De Super.,English,Perseus:text:2008.01.0190,Plutarch,De superstitione,Plu. De Super.; Plu. De superst.,
"Perseus:abo:tlg,0007,080",urn:cts:greekLit:tlg0007.tlg080.perseus-grc1,Plut. De Super.,Greek,Perseus:text:2008.01.0188,Plutarch,De superstitione,Plu. De Super.; Plu. De superst.,
"Perseus:abo:tlg,0007,081",urn:cts:greekLit:tlg0007.tlg081.perseus-eng1,Plut. Regum,English,Perseus:text:2008.01.0193,Plutarch,Regum et imperatorum apophthegmata,Plu. Regum,
"Perseus:abo:tlg,0007,081",urn:cts:greekLit:tlg0007.tlg081.perseus-eng2,Plut. Regum,English,Perseus:text:2008.01.0194,Plutarch,Regum et imperatorum apophthegmata,Plu. Regum,
"Perseus:abo:tlg,0007,081",urn:cts:greekLit:tlg0007.tlg081.perseus-grc1,Plut. Regum,Greek,Perseus:text:2008.01.0191,Plutarch,Regum et imperatorum apophthegmata,Plu. Regum,
"Perseus:abo:tlg,0007,081",urn:cts:greekLit:tlg0007.tlg081.perseus-grc2,Plut. Regum,Greek,Perseus:text:2008.01.0192,Plutarch,Regum et imperatorum apophthegmata,Plu. Regum,
"Perseus:abo:tlg,0007,082",urn:cts:greekLit:tlg0007.tlg082.perseus-eng1,Plut. Apoph.,English,Perseus:text:2008.01.0197,Plutarch,Apophthegmata Laconica,Plu. Apoph.,
"Perseus:abo:tlg,0007,082",urn:cts:greekLit:tlg0007.tlg082.perseus-eng2,Plut. Apoph.,English,Perseus:text:2008.01.0198,Plutarch,Apophthegmata Laconica,Plu. Apoph.,
"Perseus:abo:tlg,0007,082",urn:cts:greekLit:tlg0007.tlg082.perseus-grc1,Plut. Apoph.,Greek,Perseus:text:2008.01.0195,Plutarch,Apophthegmata Laconica,Plu. Apoph.,
"Perseus:abo:tlg,0007,082",urn:cts:greekLit:tlg0007.tlg082.perseus-grc2,Plut. Apoph.,Greek,Perseus:text:2008.01.0196,Plutarch,Apophthegmata Laconica,Plu. Apoph.,
"Perseus:abo:tlg,0007,082a",urn:cts:greekLit:tlg0007.tlg082a.perseus-eng1,Plut. Inst.,English,Perseus:text:2008.01.0201,Plutarch,Instituta Laconica,Plu. Inst.,
"Perseus:abo:tlg,0007,082a",urn:cts:greekLit:tlg0007.tlg082a.perseus-grc1,Plut. Inst.,Greek,Perseus:text:2008.01.0199,Plutarch,Instituta Laconica,Plu. Inst.,
"Perseus:abo:tlg,0007,082a",urn:cts:greekLit:tlg0007.tlg082a.perseus-grc2,Plut. Inst.,Greek,Perseus:text:2008.01.0200,Plutarch,Instituta Laconica,Plu. Inst.,
"Perseus:abo:tlg,0007,082b",urn:cts:greekLit:tlg0007.tlg082b.perseus-eng1,Plut. Lacae.,English,Perseus:text:2008.01.0204,Plutarch,Lacaenarum Apophthegmata,Plu. Lacae.,
"Perseus:abo:tlg,0007,082b",urn:cts:greekLit:tlg0007.tlg082b.perseus-grc1,Plut. Lacae.,Greek,Perseus:text:2008.01.0202,Plutarch,Lacaenarum Apophthegmata,Plu. Lacae.,
"Perseus:abo:tlg,0007,082b",urn:cts:greekLit:tlg0007.tlg082b.perseus-grc2,Plut. Lacae.,Greek,Perseus:text:2008.01.0203,Plutarch,Lacaenarum Apophthegmata,Plu. Lacae.,
"Perseus:abo:tlg,0007,083",urn:cts:greekLit:tlg0007.tlg083.perseus-eng1,Plut. Mulier.,English,Perseus:text:2008.01.0207,Plutarch,Mulierum virtutes,Plu. Mulier.; Plut. De mul. vir.,
"Perseus:abo:tlg,0007,083",urn:cts:greekLit:tlg0007.tlg083.perseus-eng2,Plut. Mulier.,English,Perseus:text:2008.01.0208,Plutarch,Mulierum virtutes,Plu. Mulier.; Plut. De mul. vir.,
"Perseus:abo:tlg,0007,083",urn:cts:greekLit:tlg0007.tlg083.perseus-grc1,Plut. Mulier.,Greek,Perseus:text:2008.01.0205,Plutarch,Mulierum virtutes,Plu. Mulier.; Plut. De mul. vir.,
"Perseus:abo:tlg,0007,083",urn:cts:greekLit:tlg0007.tlg083.perseus-grc2,Plut. Mulier.,Greek,Perseus:text:2008.01.0206,Plutarch,Mulierum virtutes,Plu. Mulier.; Plut. De mul. vir.,
"Perseus:abo:tlg,0007,084a",urn:cts:greekLit:tlg0007.tlg084a.perseus-eng1,Plut. Quaes. Rom.,English,Perseus:text:2008.01.0211,Plutarch,Quaestiones Romanae,Plu. Quaes. Rom.; Plu. Quaest. Rom.,
"Perseus:abo:tlg,0007,084a",urn:cts:greekLit:tlg0007.tlg084a.perseus-eng2,Plut. Quaes. Rom.,English,Perseus:text:2008.01.0212,Plutarch,Quaestiones Romanae,Plu. Quaes. Rom.; Plu. Quaest. Rom.,
"Perseus:abo:tlg,0007,084a",urn:cts:greekLit:tlg0007.tlg084a.perseus-grc1,Plut. Quaes. Rom.,Greek,Perseus:text:2008.01.0209,Plutarch,Quaestiones Romanae,Plu. Quaes. Rom.; Plu. Quaest. Rom.,
"Perseus:abo:tlg,0007,084a",urn:cts:greekLit:tlg0007.tlg084a.perseus-grc2,Plut. Quaes. Rom.,Greek,Perseus:text:2008.01.0210,Plutarch,Quaestiones Romanae,Plu. Quaes. Rom.; Plu. Quaest. Rom.,
"Perseus:abo:tlg,0007,084b",urn:cts:greekLit:tlg0007.tlg084b.perseus-eng1,Plut. Quaes. Gr.,English,Perseus:text:2008.01.0215,Plutarch,Quaestiones Graecae,Plu. Quaes. Gr.; Plu. Quaest. Graec.,
"Perseus:abo:tlg,0007,084b",urn:cts:greekLit:tlg0007.tlg084b.perseus-eng2,Plut. Quaes. Gr.,English,Perseus:text:2008.01.0216,Plutarch,Quaestiones Graecae,Plu. Quaes. Gr.; Plu. Quaest. Graec.,
"Perseus:abo:tlg,0007,084b",urn:cts:greekLit:tlg0007.tlg084b.perseus-grc1,Plut. Quaes. Gr.,Greek,Perseus:text:2008.01.0213,Plutarch,Quaestiones Graecae,Plu. Quaes. Gr.; Plu. Quaest. Graec.,
"Perseus:abo:tlg,0007,084b",urn:cts:greekLit:tlg0007.tlg084b.perseus-grc2,Plut. Quaes. Gr.,Greek,Perseus:text:2008.01.0214,Plutarch,Quaestiones Graecae,Plu. Quaes. Gr.; Plu. Quaest. Graec.,
"Perseus:abo:tlg,0007,085",urn:cts:greekLit:tlg0007.tlg085.perseus-eng1,Plut. Para.,English,Perseus:text:2008.01.0219,Plutarch,Parallela minora,Plu. Para.,
"Perseus:abo:tlg,0007,085",urn:cts:greekLit:tlg0007.tlg085.perseus-eng2,Plut. Para.,English,Perseus:text:2008.01.0220,Plutarch,Parallela minora,Plu. Para.,
"Perseus:abo:tlg,0007,085",urn:cts:greekLit:tlg0007.tlg085.perseus-grc1,Plut. Para.,Greek,Perseus:text:2008.01.0217,Plutarch,Parallela minora,Plu. Para.,
"Perseus:abo:tlg,0007,085",urn:cts:greekLit:tlg0007.tlg085.perseus-grc2,Plut. Para.,Greek,Perseus:text:2008.01.0218,Plutarch,Parallela minora,Plu. Para.,
"Perseus:abo:tlg,0007,086",urn:cts:greekLit:tlg0007.tlg086.perseus-eng1,Plut. De Fort. Rom.,English,Perseus:text:2008.01.0223,Plutarch,De fortuna Romanorum,Plu. De Fort. Rom.; Plu. De fort. Rom.,
"Perseus:abo:tlg,0007,086",urn:cts:greekLit:tlg0007.tlg086.perseus-eng2,Plut. De Fort. Rom.,English,Perseus:text:2008.01.0224,Plutarch,De fortuna Romanorum,Plu. De Fort. Rom.; Plu. De fort. Rom.,
"Perseus:abo:tlg,0007,086",urn:cts:greekLit:tlg0007.tlg086.perseus-grc1,Plut. De Fort. Rom.,Greek,Perseus:text:2008.01.0221,Plutarch,De fortuna Romanorum,Plu. De Fort. Rom.; Plu. De fort. Rom.,
"Perseus:abo:tlg,0007,086",urn:cts:greekLit:tlg0007.tlg086.perseus-grc2,Plut. De Fort. Rom.,Greek,Perseus:text:2008.01.0222,Plutarch,De fortuna Romanorum,Plu. De Fort. Rom.; Plu. De fort. Rom.,
"Perseus:abo:tlg,0007,087",urn:cts:greekLit:tlg0007.tlg087.perseus-eng1,Plut. De Alex.,English,Perseus:text:2008.01.0231,Plutarch,De Alexandri magni fortuna aut virtute,Plu. De Alex.; Plu. De Alex. fort.,
"Perseus:abo:tlg,0007,087",urn:cts:greekLit:tlg0007.tlg087.perseus-eng2,Plut. De Alex.,English,Perseus:text:2008.01.0232,Plutarch,De Alexandri magni fortuna aut virtute,Plu. De Alex.,
"Perseus:abo:tlg,0007,087",urn:cts:greekLit:tlg0007.tlg087.perseus-grc1,Plut. De Alex.,Greek,Perseus:text:2008.01.0229,Plutarch,De Alexandri magni fortuna aut virtute,Plu. De Alex.,
"Perseus:abo:tlg,0007,087",urn:cts:greekLit:tlg0007.tlg087.perseus-grc2,Plut. De Alex.,Greek,Perseus:text:2008.01.0230,Plutarch,De Alexandri magni fortuna aut virtute,Plu. De Alex.,
"Perseus:abo:tlg,0007,088",urn:cts:greekLit:tlg0007.tlg088.perseus-eng1,Plut. De Gloria,English,Perseus:text:2008.01.0235,Plutarch,De gloria Atheniensium,Plu. De Gloria; Plu. De glor. Ath.,
"Perseus:abo:tlg,0007,088",urn:cts:greekLit:tlg0007.tlg088.perseus-eng2,Plut. De Gloria,English,Perseus:text:2008.01.0236,Plutarch,De gloria Atheniensium,Plu. De Gloria; Plu. De glor. Ath.,
